c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,16.0,342.0,,,0.8,,20
